Run	Assay Type	BioSample	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	Bytes	AvgSpotLen	Bases	BioProject	create_date	version	Library Name	Collection_Date	geo_loc_name_country	geo_loc_name_country_continent	Isolation_source	BioSampleModel	geo_loc_name	Year	Month	Date	isolation_source_categ	collection	species_identified
SRR22024141	WGS	SAMN31427520	UNIVERSITY OF TORONTO	public	fastq,sra,run.zq	ncbi,gs,s3	s3.us-east-1,gs.US,ncbi.public	SRX18005730	NextSeq 500	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-10-25T00:00:00Z	Erad1014	SRP404218	377634452.0	269.0	787577706.0	PRJNA893599	2022-10-24T16:15:00Z	1.0	Erad1014_Nextseq	2015-10-16	Canada	North America	sputum	Pathogen.cl	Canada: Toronto	2015.0		2015-10-16	human	SRA	paeruginosa
SRR22024203	WGS	SAMN31427518	UNIVERSITY OF TORONTO	public	sra,fastq,run.zq	s3,gs,ncbi	ncbi.public,gs.US,s3.us-east-1	SRX18005668	NextSeq 500	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-10-25T00:00:00Z	Erad1012	SRP404218	316836275.0	268.0	657521280.0	PRJNA893599	2022-10-24T16:16:00Z	1.0	Erad1012_Nextseq	2015-10-16	Canada	North America	sputum	Pathogen.cl	Canada: Toronto	2015.0		2015-10-16	human	SRA	paeruginosa
SRR22024205	WGS	SAMN31427964	UNIVERSITY OF TORONTO	public	run.zq,sra,fastq	s3,ncbi,gs	s3.us-east-1,gs.US,ncbi.public	SRX18006160	NextSeq 500	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-10-25T00:00:00Z	Erad911	SRP404218	100242369.0	268.0	208057234.0	PRJNA893599	2022-10-24T16:13:00Z	1.0	Erad911_Nextseq	2015-06-29	Canada	North America	sputum	Pathogen.cl	Canada: Toronto	2015.0		2015-06-29	human	SRA	paeruginosa
SRR22024206	WGS	SAMN31427963	UNIVERSITY OF TORONTO	public	fastq,run.zq,sra	s3,ncbi,gs	ncbi.public,gs.US,s3.us-east-1	SRX18006159	NextSeq 500	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-10-25T00:00:00Z	Erad909	SRP404218	208212741.0	268.0	432729316.0	PRJNA893599	2022-10-24T16:19:00Z	1.0	Erad909_Nextseq	2015-06-29	Canada	North America	sputum	Pathogen.cl	Canada: Toronto	2015.0		2015-06-29	human	SRA	paeruginosa
SRR22024207	WGS	SAMN31427962	UNIVERSITY OF TORONTO	public	fastq,sra,run.zq	ncbi,gs,s3	s3.us-east-1,ncbi.public,gs.US	SRX18006158	NextSeq 500	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-10-25T00:00:00Z	Erad908	SRP404218	96440550.0	267.0	199820235.0	PRJNA893599	2022-10-24T16:15:00Z	1.0	Erad908_Nextseq	2015-06-29	Canada	North America	sputum	Pathogen.cl	Canada: Toronto	2015.0		2015-06-29	human	SRA	paeruginosa
SRR22024208	WGS	SAMN31427961	UNIVERSITY OF TORONTO	public	run.zq,fastq,sra	s3,ncbi,gs	gs.US,ncbi.public,s3.us-east-1	SRX18006157	NextSeq 500	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-10-25T00:00:00Z	Erad907	SRP404218	200830454.0	268.0	417645405.0	PRJNA893599	2022-10-24T16:20:00Z	1.0	Erad907_Nextseq	2015-06-29	Canada	North America	sputum	Pathogen.cl	Canada: Toronto	2015.0		2015-06-29	human	SRA	paeruginosa
SRR22024209	WGS	SAMN31427960	UNIVERSITY OF TORONTO	public	run.zq,fastq,sra	s3,ncbi,gs	gs.US,s3.us-east-1,ncbi.public	SRX18006156	NextSeq 500	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-10-25T00:00:00Z	Erad906	SRP404218	203100506.0	270.0	427113895.0	PRJNA893599	2022-10-24T16:19:00Z	1.0	Erad906_Nextseq	2015-06-29	Canada	North America	sputum	Pathogen.cl	Canada: Toronto	2015.0		2015-06-29	human	SRA	paeruginosa
SRR22024213	WGS	SAMN31427561	UNIVERSITY OF TORONTO	public	fastq,run.zq,sra	ncbi,s3,gs	ncbi.public,s3.us-east-1,gs.US	SRX18006152	NextSeq 500	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-10-25T00:00:00Z	Erad1074	SRP404218	474748747.0	270.0	989341216.0	PRJNA893599	2022-10-24T16:15:00Z	1.0	Erad1074_Nextseq	2015-07-31	Canada	North America	sputum	Pathogen.cl	Canada: Toronto	2015.0		2015-07-31	human	SRA	paeruginosa
SRR22024223	WGS	SAMN31427947	UNIVERSITY OF TORONTO	public	fastq,run.zq,sra	s3,gs,ncbi	gs.US,ncbi.public,s3.us-east-1	SRX18006142	NextSeq 500	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-10-25T00:00:00Z	Erad886	SRP404218	247783775.0	271.0	523822912.0	PRJNA893599	2022-10-24T16:17:00Z	1.0	Erad886_Nextseq	2015-06-30	Canada	North America	sputum	Pathogen.cl	Canada: Toronto	2015.0		2015-06-30	human	SRA	paeruginosa
SRR22024224	WGS	SAMN31427560	UNIVERSITY OF TORONTO	public	run.zq,fastq,sra	ncbi,s3,gs	ncbi.public,s3.us-east-1,gs.US	SRX18006141	NextSeq 500	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-10-25T00:00:00Z	Erad1073	SRP404218	483134627.0	270.0	1009443437.0	PRJNA893599	2022-10-24T16:15:00Z	1.0	Erad1073_Nextseq	2015-07-31	Canada	North America	sputum	Pathogen.cl	Canada: Toronto	2015.0		2015-07-31	human	SRA	paeruginosa
SRR22024235	WGS	SAMN31427559	UNIVERSITY OF TORONTO	public	sra,run.zq,fastq	gs,ncbi,s3	ncbi.public,s3.us-east-1,gs.US	SRX18006130	NextSeq 500	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-10-25T00:00:00Z	Erad1071	SRP404218	390925935.0	268.0	807237093.0	PRJNA893599	2022-10-24T16:19:00Z	1.0	Erad1071_Nextseq	2015-09-22	Canada	North America	sputum	Pathogen.cl	Canada: Toronto	2015.0		2015-09-22	human	SRA	paeruginosa
SRR22024239	WGS	SAMN31427550	UNIVERSITY OF TORONTO	public	sra,fastq,run.zq	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX18006126	NextSeq 500	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-10-25T00:00:00Z	Erad1061	SRP404218	374771419.0	270.0	784446638.0	PRJNA893599	2022-10-24T16:15:00Z	1.0	Erad1061_Nextseq	2015-09-22	Canada	North America	sputum	Pathogen.cl	Canada: Toronto	2015.0		2015-09-22	human	SRA	paeruginosa
SRR22024255	WGS	SAMN31427832	UNIVERSITY OF TORONTO	public	run.zq,sra,fastq	gs,ncbi,s3	ncbi.public,gs.US,s3.us-east-1	SRX18006110	NextSeq 500	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-10-25T00:00:00Z	Erad573	SRP404218	183846585.0	277.0	470442666.0	PRJNA893599	2022-10-24T16:17:00Z	1.0	Erad573_Nextseq	2016-09-09	Canada	North America	sputum	Pathogen.cl	Canada: Toronto	2016.0		2016-09-09	human	SRA	paeruginosa
SRR22024288	WGS	SAMN31427519	UNIVERSITY OF TORONTO	public	sra,run.zq,fastq	s3,ncbi,gs	s3.us-east-1,gs.US,ncbi.public	SRX18006077	NextSeq 500	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-10-25T00:00:00Z	Erad1013	SRP404218	274628324.0	269.0	569859885.0	PRJNA893599	2022-10-24T16:17:00Z	1.0	Erad1013_Nextseq	2015-10-16	Canada	North America	sputum	Pathogen.cl	Canada: Toronto	2015.0		2015-10-16	human	SRA	paeruginosa
SRR22024301	WGS	SAMN31427577	UNIVERSITY OF TORONTO	public	fastq,sra,run.zq	ncbi,gs,s3	ncbi.public,s3.us-east-1,gs.US	SRX18006064	NextSeq 500	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-10-25T00:00:00Z	Erad1095	SRP404218	466588238.0	270.0	971996558.0	PRJNA893599	2022-10-24T16:16:00Z	1.0	Erad1095_Nextseq	2015-01-23	Canada	North America	sputum	Pathogen.cl	Canada: Toronto	2015.0		2015-01-23	human	SRA	paeruginosa
SRR22024302	WGS	SAMN31427523	UNIVERSITY OF TORONTO	public	sra,run.zq,fastq	ncbi,gs,s3	gs.US,s3.us-east-1,ncbi.public	SRX18006063	NextSeq 500	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-10-25T00:00:00Z	Erad1020	SRP404218	250147429.0	269.0	522077531.0	PRJNA893599	2022-10-24T16:17:00Z	1.0	Erad1020_Nextseq	2015-08-04	Canada	North America	sputum	Pathogen.cl	Canada: Toronto	2015.0		2015-08-04	human	SRA	paeruginosa
SRR22024303	WGS	SAMN31427576	UNIVERSITY OF TORONTO	public	sra,fastq,run.zq	ncbi,gs,s3	gs.US,ncbi.public,s3.us-east-1	SRX18006062	NextSeq 500	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-10-25T00:00:00Z	Erad1094	SRP404218	503405682.0	271.0	1061879461.0	PRJNA893599	2022-10-24T16:16:00Z	1.0	Erad1094_Nextseq	2015-01-23	Canada	North America	sputum	Pathogen.cl	Canada: Toronto	2015.0		2015-01-23	human	SRA	paeruginosa
SRR22024304	WGS	SAMN31427575	UNIVERSITY OF TORONTO	public	run.zq,fastq,sra	ncbi,s3,gs	s3.us-east-1,gs.US,ncbi.public	SRX18006061	NextSeq 500	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-10-25T00:00:00Z	Erad1090	SRP404218	520479760.0	269.0	1087632988.0	PRJNA893599	2022-10-24T16:16:00Z	1.0	Erad1090_Nextseq	2015-01-23	Canada	North America	sputum	Pathogen.cl	Canada: Toronto	2015.0		2015-01-23	human	SRA	paeruginosa
SRR22024305	WGS	SAMN31427574	UNIVERSITY OF TORONTO	public	fastq,sra,run.zq	ncbi,s3,gs	gs.US,s3.us-east-1,ncbi.public	SRX18006060	NextSeq 500	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-10-25T00:00:00Z	Erad1089	SRP404218	163739836.0	270.0	340274457.0	PRJNA893599	2022-10-24T16:18:00Z	1.0	Erad1089_Nextseq	2015-01-23	Canada	North America	sputum	Pathogen.cl	Canada: Toronto	2015.0		2015-01-23	human	SRA	paeruginosa
SRR22024306	WGS	SAMN31427573	UNIVERSITY OF TORONTO	public	fastq,sra,run.zq	gs,ncbi,s3	s3.us-east-1,ncbi.public,gs.US	SRX18006059	NextSeq 500	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-10-25T00:00:00Z	Erad1088	SRP404218	428605726.0	270.0	899906425.0	PRJNA893599	2022-10-24T16:15:00Z	1.0	Erad1088_Nextseq	2015-01-23	Canada	North America	sputum	Pathogen.cl	Canada: Toronto	2015.0		2015-01-23	human	SRA	paeruginosa
SRR22024307	WGS	SAMN31427572	UNIVERSITY OF TORONTO	public	run.zq,fastq,sra	ncbi,gs,s3	ncbi.public,s3.us-east-1,gs.US	SRX18006058	NextSeq 500	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-10-25T00:00:00Z	Erad1087	SRP404218	466029797.0	269.0	973858299.0	PRJNA893599	2022-10-24T16:15:00Z	1.0	Erad1087_Nextseq	2015-01-23	Canada	North America	sputum	Pathogen.cl	Canada: Toronto	2015.0		2015-01-23	human	SRA	paeruginosa
SRR22024308	WGS	SAMN31427571	UNIVERSITY OF TORONTO	public	fastq,sra,run.zq	gs,s3,ncbi	ncbi.public,gs.US,s3.us-east-1	SRX18006057	NextSeq 500	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-10-25T00:00:00Z	Erad1086	SRP404218	636818077.0	271.0	1337272555.0	PRJNA893599	2022-10-24T16:16:00Z	1.0	Erad1086_Nextseq	2015-10-14	Canada	North America	sputum	Pathogen.cl	Canada: Toronto	2015.0		2015-10-14	human	SRA	paeruginosa
SRR22024309	WGS	SAMN31427570	UNIVERSITY OF TORONTO	public	run.zq,fastq,sra	s3,gs,ncbi	ncbi.public,gs.US,s3.us-east-1	SRX18006056	NextSeq 500	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-10-25T00:00:00Z	Erad1085	SRP404218	279039736.0	270.0	584712509.0	PRJNA893599	2022-10-24T16:15:00Z	1.0	Erad1085_Nextseq	2015-10-14	Canada	North America	sputum	Pathogen.cl	Canada: Toronto	2015.0		2015-10-14	human	SRA	paeruginosa
SRR22024310	WGS	SAMN31427569	UNIVERSITY OF TORONTO	public	fastq,run.zq,sra	gs,ncbi,s3	s3.us-east-1,ncbi.public,gs.US	SRX18006055	NextSeq 500	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-10-25T00:00:00Z	Erad1084	SRP404218	982260273.0	269.0	2045427465.0	PRJNA893599	2022-10-24T16:21:00Z	1.0	Erad1084_Nextseq	2015-07-31	Canada	North America	sputum	Pathogen.cl	Canada: Toronto	2015.0		2015-07-31	human	SRA	paeruginosa
SRR22024311	WGS	SAMN31427568	UNIVERSITY OF TORONTO	public	sra,fastq,run.zq	gs,ncbi,s3	s3.us-east-1,gs.US,ncbi.public	SRX18006054	NextSeq 500	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-10-25T00:00:00Z	Erad1083	SRP404218	1025257959.0	270.0	2141049545.0	PRJNA893599	2022-10-24T16:19:00Z	1.0	Erad1083_Nextseq	2015-07-31	Canada	North America	sputum	Pathogen.cl	Canada: Toronto	2015.0		2015-07-31	human	SRA	paeruginosa
SRR22024312	WGS	SAMN31427567	UNIVERSITY OF TORONTO	public	fastq,sra,run.zq	s3,gs,ncbi	ncbi.public,s3.us-east-1,gs.US	SRX18006053	NextSeq 500	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-10-25T00:00:00Z	Erad1081	SRP404218	484998941.0	270.0	1012009351.0	PRJNA893599	2022-10-24T16:16:00Z	1.0	Erad1081_Nextseq	2015-07-31	Canada	North America	sputum	Pathogen.cl	Canada: Toronto	2015.0		2015-07-31	human	SRA	paeruginosa
SRR22024313	WGS	SAMN31427522	UNIVERSITY OF TORONTO	public	sra,fastq,run.zq	ncbi,gs,s3	ncbi.public,s3.us-east-1,gs.US	SRX18006052	NextSeq 500	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-10-25T00:00:00Z	Erad1019	SRP404218	440112318.0	269.0	916848098.0	PRJNA893599	2022-10-24T16:17:00Z	1.0	Erad1019_Nextseq	2015-08-04	Canada	North America	sputum	Pathogen.cl	Canada: Toronto	2015.0		2015-08-04	human	SRA	paeruginosa
SRR22024318	WGS	SAMN31427566	UNIVERSITY OF TORONTO	public	run.zq,fastq,sra	s3,gs,ncbi	s3.us-east-1,ncbi.public,gs.US	SRX18006047	NextSeq 500	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-10-25T00:00:00Z	Erad1080	SRP404218	469016467.0	269.0	974631420.0	PRJNA893599	2022-10-24T16:15:00Z	1.0	Erad1080_Nextseq	2015-07-31	Canada	North America	sputum	Pathogen.cl	Canada: Toronto	2015.0		2015-07-31	human	SRA	paeruginosa
SRR22024323	WGS	SAMN31428002	UNIVERSITY OF TORONTO	public	fastq,run.zq,sra	ncbi,s3,gs	ncbi.public,gs.US,s3.us-east-1	SRX18006042	NextSeq 500	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-10-25T00:00:00Z	Erad984	SRP404218	184421145.0	271.0	390889702.0	PRJNA893599	2022-10-24T16:16:00Z	1.0	Erad984_Nextseq	2015-11-17	Canada	North America	sputum	Pathogen.cl	Canada: Toronto	2015.0		2015-11-17	human	SRA	paeruginosa
SRR22024324	WGS	SAMN31428001	UNIVERSITY OF TORONTO	public	sra,run.zq,fastq	ncbi,s3,gs	s3.us-east-1,gs.US,ncbi.public	SRX18006041	NextSeq 500	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-10-25T00:00:00Z	Erad983	SRP404218	269172052.0	271.0	569060225.0	PRJNA893599	2022-10-24T16:17:00Z	1.0	Erad983_Nextseq	2015-11-17	Canada	North America	sputum	Pathogen.cl	Canada: Toronto	2015.0		2015-11-17	human	SRA	paeruginosa
SRR22024325	WGS	SAMN31428000	UNIVERSITY OF TORONTO	public	fastq,sra,run.zq	gs,ncbi,s3	s3.us-east-1,ncbi.public,gs.US	SRX18006040	NextSeq 500	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-10-25T00:00:00Z	Erad982	SRP404218	237991244.0	272.0	504698519.0	PRJNA893599	2022-10-24T16:17:00Z	1.0	Erad982_Nextseq	2015-11-17	Canada	North America	sputum	Pathogen.cl	Canada: Toronto	2015.0		2015-11-17	human	SRA	paeruginosa
SRR22024326	WGS	SAMN31427999	UNIVERSITY OF TORONTO	public	run.zq,fastq,sra	s3,gs,ncbi	ncbi.public,gs.US,s3.us-east-1	SRX18006039	NextSeq 500	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-10-25T00:00:00Z	Erad981	SRP404218	255923884.0	270.0	538194096.0	PRJNA893599	2022-10-24T16:17:00Z	1.0	Erad981_Nextseq	2015-11-17	Canada	North America	sputum	Pathogen.cl	Canada: Toronto	2015.0		2015-11-17	human	SRA	paeruginosa
SRR22024327	WGS	SAMN31427998	UNIVERSITY OF TORONTO	public	run.zq,fastq,sra	s3,gs,ncbi	ncbi.public,gs.US,s3.us-east-1	SRX18006038	NextSeq 500	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-10-25T00:00:00Z	Erad979	SRP404218	423624716.0	270.0	883557440.0	PRJNA893599	2022-10-24T16:17:00Z	1.0	Erad979_Nextseq	2015-11-17	Canada	North America	sputum	Pathogen.cl	Canada: Toronto	2015.0		2015-11-17	human	SRA	paeruginosa
SRR22024328	WGS	SAMN31427997	UNIVERSITY OF TORONTO	public	run.zq,fastq,sra	gs,s3,ncbi	ncbi.public,gs.US,s3.us-east-1	SRX18006037	NextSeq 500	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-10-25T00:00:00Z	Erad978	SRP404218	725550750.0	271.0	1525863120.0	PRJNA893599	2022-10-24T16:16:00Z	1.0	Erad978_Nextseq	2015-11-17	Canada	North America	sputum	Pathogen.cl	Canada: Toronto	2015.0		2015-11-17	human	SRA	paeruginosa
SRR22024329	WGS	SAMN31427565	UNIVERSITY OF TORONTO	public	sra,fastq,run.zq	gs,s3,ncbi	s3.us-east-1,ncbi.public,gs.US	SRX18006036	NextSeq 500	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-10-25T00:00:00Z	Erad1079	SRP404218	725807780.0	269.0	1506188837.0	PRJNA893599	2022-10-24T16:16:00Z	1.0	Erad1079_Nextseq	2015-07-31	Canada	North America	sputum	Pathogen.cl	Canada: Toronto	2015.0		2015-07-31	human	SRA	paeruginosa
SRR22024330	WGS	SAMN31427996	UNIVERSITY OF TORONTO	public	run.zq,fastq,sra	ncbi,s3,gs	s3.us-east-1,ncbi.public,gs.US	SRX18006035	NextSeq 500	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-10-25T00:00:00Z	Erad977	SRP404218	396987872.0	269.0	824419576.0	PRJNA893599	2022-10-24T16:15:00Z	1.0	Erad977_Nextseq	2015-11-17	Canada	North America	sputum	Pathogen.cl	Canada: Toronto	2015.0		2015-11-17	human	SRA	paeruginosa
SRR22024331	WGS	SAMN31427995	UNIVERSITY OF TORONTO	public	fastq,sra,run.zq	s3,ncbi,gs	gs.US,s3.us-east-1,ncbi.public	SRX18006034	NextSeq 500	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-10-25T00:00:00Z	Erad976	SRP404218	435083298.0	270.0	909098442.0	PRJNA893599	2022-10-24T16:17:00Z	1.0	Erad976_Nextseq	2015-11-17	Canada	North America	sputum	Pathogen.cl	Canada: Toronto	2015.0		2015-11-17	human	SRA	paeruginosa
SRR22024333	WGS	SAMN31427556	UNIVERSITY OF TORONTO	public	run.zq,fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX18006032	NextSeq 500	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-10-25T00:00:00Z	Erad1068	SRP404218	213094362.0	268.0	440285615.0	PRJNA893599	2022-10-24T16:17:00Z	1.0	Erad1068_Nextseq	2015-09-22	Canada	North America	sputum	Pathogen.cl	Canada: Toronto	2015.0		2015-09-22	human	SRA	paeruginosa
SRR22024334	WGS	SAMN31427906	UNIVERSITY OF TORONTO	public	fastq,sra,run.zq	ncbi,gs,s3	ncbi.public,gs.US,s3.us-east-1	SRX18006031	NextSeq 500	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-10-25T00:00:00Z	Erad819	SRP404218	225981853.0	267.0	465360784.0	PRJNA893599	2022-10-24T16:18:00Z	1.0	Erad819_Nextseq	2015-11-17	Canada	North America	sputum	Pathogen.cl	Canada: Toronto	2015.0		2015-11-17	human	SRA	paeruginosa
SRR22024335	WGS	SAMN31427905	UNIVERSITY OF TORONTO	public	sra,run.zq,fastq	ncbi,s3,gs	ncbi.public,gs.US,s3.us-east-1	SRX18006030	NextSeq 500	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-10-25T00:00:00Z	Erad818	SRP404218	170531026.0	267.0	350520559.0	PRJNA893599	2022-10-24T16:18:00Z	1.0	Erad818_Nextseq	2015-11-17	Canada	North America	sputum	Pathogen.cl	Canada: Toronto	2015.0		2015-11-17	human	SRA	paeruginosa
SRR22024336	WGS	SAMN31427904	UNIVERSITY OF TORONTO	public	run.zq,sra,fastq	s3,ncbi,gs	ncbi.public,gs.US,s3.us-east-1	SRX18006029	NextSeq 500	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-10-25T00:00:00Z	Erad817	SRP404218	122020136.0	265.0	247438283.0	PRJNA893599	2022-10-24T16:19:00Z	1.0	Erad817_Nextseq	2015-11-17	Canada	North America	sputum	Pathogen.cl	Canada: Toronto	2015.0		2015-11-17	human	SRA	paeruginosa
SRR22024337	WGS	SAMN31427903	UNIVERSITY OF TORONTO	public	fastq,sra,run.zq	ncbi,gs,s3	gs.US,ncbi.public,s3.us-east-1	SRX18006028	NextSeq 500	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-10-25T00:00:00Z	Erad816	SRP404218	97705337.0	266.0	200098698.0	PRJNA893599	2022-10-24T16:14:00Z	1.0	Erad816_Nextseq	2015-11-17	Canada	North America	sputum	Pathogen.cl	Canada: Toronto	2015.0		2015-11-17	human	SRA	paeruginosa
SRR22024338	WGS	SAMN31427902	UNIVERSITY OF TORONTO	public	fastq,sra,run.zq	gs,ncbi,s3	gs.US,s3.us-east-1,ncbi.public	SRX18006027	NextSeq 500	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-10-25T00:00:00Z	Erad815	SRP404218	56446775.0	266.0	115512218.0	PRJNA893599	2022-10-24T16:13:00Z	1.0	Erad815_Nextseq	2015-11-17	Canada	North America	sputum	Pathogen.cl	Canada: Toronto	2015.0		2015-11-17	human	SRA	paeruginosa
SRR22024339	WGS	SAMN31427901	UNIVERSITY OF TORONTO	public	sra,run.zq,fastq	ncbi,gs,s3	gs.US,ncbi.public,s3.us-east-1	SRX18006026	NextSeq 500	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-10-25T00:00:00Z	Erad814	SRP404218	478919697.0	267.0	990248413.0	PRJNA893599	2022-10-24T16:20:00Z	1.0	Erad814_Nextseq	2015-11-17	Canada	North America	sputum	Pathogen.cl	Canada: Toronto	2015.0		2015-11-17	human	SRA	paeruginosa
SRR22024344	WGS	SAMN31427555	UNIVERSITY OF TORONTO	public	fastq,run.zq,sra	gs,s3,ncbi	s3.us-east-1,ncbi.public,gs.US	SRX18006021	NextSeq 500	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-10-25T00:00:00Z	Erad1067	SRP404218	1141649719.0	269.0	2375604623.0	PRJNA893599	2022-10-24T16:18:00Z	1.0	Erad1067_Nextseq	2015-09-22	Canada	North America	sputum	Pathogen.cl	Canada: Toronto	2015.0		2015-09-22	human	SRA	paeruginosa
SRR22024355	WGS	SAMN31427554	UNIVERSITY OF TORONTO	public	run.zq,sra,fastq	s3,ncbi,gs	ncbi.public,s3.us-east-1,gs.US	SRX18006010	NextSeq 500	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-10-25T00:00:00Z	Erad1066	SRP404218	325015756.0	269.0	677897125.0	PRJNA893599	2022-10-24T16:15:00Z	1.0	Erad1066_Nextseq	2015-09-22	Canada	North America	sputum	Pathogen.cl	Canada: Toronto	2015.0		2015-09-22	human	SRA	paeruginosa
SRR18774213	WGS	SAMN27568278	INTERMOUNTAIN HEALTHCARE	public	fastq,run.zq,sra	ncbi,s3,gs	ncbi.public,gs.US,s3.us-east-1	SRX14873610	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-04-15T00:00:00Z	739A_2	SRP370466	136918814.0	462.0	282641969.0	PRJNA827103	2022-04-15T21:06:00Z	1.0	PSA_739A_2	2020-02-17	USA	North America	feces	Pathogen.cl	USA: Utah	2020.0		2020-02-17	human	SRA	paeruginosa
SRR18774214	WGS	SAMN27568277	INTERMOUNTAIN HEALTHCARE	public	run.zq,fastq,sra	s3,gs,ncbi	ncbi.public,s3.us-east-1,gs.US	SRX14873609	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-04-15T00:00:00Z	687B_1	SRP370466	50900569.0	495.0	108670609.0	PRJNA827103	2022-04-15T21:04:00Z	1.0	PSA_687B_1	2019-10-26	USA	North America	feces	Pathogen.cl	USA: Utah	2019.0		2019-10-26	human	SRA	paeruginosa
SRR18774215	WGS	SAMN27568276	INTERMOUNTAIN HEALTHCARE	public	run.zq,sra,fastq	s3,gs,ncbi	ncbi.public,s3.us-east-1,gs.US	SRX14873608	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	Pseudomonas aeruginosa	ILLUMINA	2022-04-15T00:00:00Z	645A_1	SRP370466	164989143.0	476.0	330476357.0	PRJNA827103	2022-04-15T21:04:00Z	1.0	PSA_645A_1	2019-07-12	USA	North America	feces	Pathogen.cl	USA: Utah	2019.0		2019-07-12	human	SRA	paeruginosa
